"playernum","Game","whyplay","Weekly_Hours","Gender","Age","Work","Degree","Residence","Playstyle","GAD_T","SWL_T","SPIN_T","Residence_ISO3","motivation","occupation","styleofplay"
3411,"League of Legends","improving",30,"Male",18,"Student at school","None","Germany","Multiplayer - online - with real life friends",3,19,17,"DEU","improving","Student","Multiplayer - online - with real life friends"
3412,"League of Legends","winning",40,"Male",21,"Employed","High school diploma (or equivalent)","UK","Multiplayer - online - with real life friends",0,19,1,"GBR","winning","Employed","Multiplayer - online - with real life friends"
3413,"League of Legends","having fun",30,"Male",18,"Student at college / university","High school diploma (or equivalent)","Brazil","Multiplayer - online - with real life friends",0,32,22,"BRA","having fun","Student","Multiplayer - online - with real life friends"
3414,"League of Legends","improving",16,"Male",20,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",2,25,46,"USA","improving","Student","Multiplayer - online - with online acquaintances or teammates"
3415,"League of Legends","having fun",37,"Male",26,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",5,15,13,"DEU","having fun","Student","Multiplayer - online - with real life friends"
3416,"League of Legends","having fun",35,"Male",30,"Employed","High school diploma (or equivalent)","Finland","Multiplayer - online - with strangers",0,22,12,"FIN","having fun","Employed","Multiplayer - online - with strangers"
3417,"League of Legends","winning",55,"Male",18,"Student at college / university","High school diploma (or equivalent)","Argentina","Multiplayer - online - with strangers",0,31,13,"ARG","winning","Student","Multiplayer - online - with strangers"
3418,"Skyrim","having fun",10,"Male",18,"Student at college / university","Bachelor (or equivalent)","Hong Kong","Singleplayer",0,30,18,"HKG","having fun","Student","Singleplayer"
3419,"Other","having fun",64,"Male",19,"Student at school","High school diploma (or equivalent)","Bulgaria","Singleplayer",5,11,37,"BGR","having fun","Student","Singleplayer"
3420,"League of Legends","having fun",15,"Female",19,"Employed","Bachelor (or equivalent)","UK","Multiplayer - online - with strangers",9,15,45,"GBR","having fun","Employed","Multiplayer - online - with strangers"
3421,"League of Legends","Everything from above",34,"Male",18,"Student at school","High school diploma (or equivalent)","Bosnia and Herzegovina","Multiplayer - online - with real life friends",6,14,NA,"BIH","Other","Student","Multiplayer - online - with real life friends"
3422,"League of Legends","having fun",65,"Male",18,"Student at college / university","High school diploma (or equivalent)","UK","Multiplayer - online - with online acquaintances or teammates",2,25,18,"GBR","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
3423,"League of Legends","winning",45,"Male",25,"Employed","Bachelor (or equivalent)","Canada","Multiplayer - online - with strangers",14,29,19,"CAN","winning","Employed","Multiplayer - online - with strangers"
3424,"League of Legends","winning",25,"Male",18,"Student at school","None","Germany","Multiplayer - online - with real life friends",8,22,32,"DEU","winning","Student","Multiplayer - online - with real life friends"
3425,"League of Legends","having fun",15,"Male",20,"Student at college / university","High school diploma (or equivalent)","Germany","Singleplayer",0,16,7,"DEU","having fun","Student","Singleplayer"
3426,"League of Legends","having fun",45,"Male",18,"Unemployed / between jobs","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with real life friends",3,15,23,"NLD","having fun","Unemployed","Multiplayer - online - with real life friends"
3427,"Other","having fun",40,"Male",21,"Student at college / university","High school diploma (or equivalent)","Sweden","Multiplayer - online - with strangers",11,15,4,"SWE","having fun","Student","Multiplayer - online - with strangers"
3428,"League of Legends","having fun",31,"Male",18,"Student at school","None","Germany","Multiplayer - online - with real life friends",4,30,10,"DEU","having fun","Student","Multiplayer - online - with real life friends"
3429,"League of Legends","improving",45,"Male",22,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",0,26,13,"USA","improving","Student","Multiplayer - online - with online acquaintances or teammates"
3430,"League of Legends","improving",31,"Male",18,"Student at school","None","Hungary","Multiplayer - online - with strangers",11,12,4,"HUN","improving","Student","Multiplayer - online - with strangers"
3431,"League of Legends","having fun",32,"Female",21,"Student at college / university","Bachelor (or equivalent)","Denmark","Multiplayer - online - with real life friends",6,14,28,"DNK","having fun","Student","Multiplayer - online - with real life friends"
3432,"Other","having fun",55,"Male",24,"Unemployed / between jobs","Bachelor (or equivalent)","UK","Multiplayer - online - with online acquaintances or teammates",18,8,29,"GBR","having fun","Unemployed","Multiplayer - online - with online acquaintances or teammates"
3433,"League of Legends","winning",27,"Male",21,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with real life friends",2,15,22,"USA","winning","Student","Multiplayer - online - with real life friends"
3434,"League of Legends","improving",24,"Male",24,"Student at college / university","Master (or equivalent)","USA","Multiplayer - online - with strangers",2,30,19,"USA","improving","Student","Multiplayer - online - with strangers"
3435,"League of Legends","having fun",50,"Male",18,"Student at college / university","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",1,27,17,"DEU","having fun","Student","Multiplayer - online - with real life friends"
3436,"League of Legends","improving",28,"Male",22,"Student at college / university","Master (or equivalent)","France","Multiplayer - online - with online acquaintances or teammates",4,32,6,"FRA","improving","Student","Multiplayer - online - with online acquaintances or teammates"
3437,"League of Legends","winning",10,"Male",18,"Student at school","None","Denmark","Multiplayer - online - with real life friends",6,16,25,"DNK","winning","Student","Multiplayer - online - with real life friends"
3438,"Counter Strike","winning",35,"Male",21,"Student at college / university","High school diploma (or equivalent)","Netherlands","Multiplayer - online - with real life friends",8,13,NA,"NLD","winning","Student","Multiplayer - online - with real life friends"
3439,"League of Legends","improving",40,"Male",20,"Student at college / university","None","Portugal","Multiplayer - online - with real life friends",5,23,11,"PRT","improving","Student","Multiplayer - online - with real life friends"
3440,"League of Legends","improving",25,"Male",18,"Student at school","None","USA","Multiplayer - online - with real life friends",16,20,13,"USA","improving","Student","Multiplayer - online - with real life friends"
3441,"League of Legends","improving",21,"Male",18,"Student at college / university","Bachelor (or equivalent)","UK","Multiplayer - online - with online acquaintances or teammates",2,17,24,"GBR","improving","Student","Multiplayer - online - with online acquaintances or teammates"
3442,"Starcraft 2","having fun",38,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with online acquaintances or teammates",4,27,22,"USA","having fun","Student","Multiplayer - online - with online acquaintances or teammates"
3443,"Other","having fun",27,"Male",19,"Employed","High school diploma (or equivalent)","Germany","Multiplayer - online - with strangers",4,25,36,"DEU","having fun","Employed","Multiplayer - online - with strangers"
3444,"League of Legends","having fun",47,"Male",19,"Student at college / university","Bachelor (or equivalent)","Spain","Multiplayer - online - with real life friends",2,23,9,"ESP","having fun","Student","Multiplayer - online - with real life friends"
3445,"League of Legends","having fun",20,"Male",18,"Employed","High school diploma (or equivalent)","Germany","Multiplayer - online - with real life friends",6,24,16,"DEU","having fun","Employed","Multiplayer - online - with real life friends"
3446,"League of Legends","relaxing",30,"Male",19,"Student at college / university","High school diploma (or equivalent)","USA","Multiplayer - online - with strangers",6,29,25,"USA","relaxing","Student","Multiplayer - online - with strangers"
3447,"League of Legends","improving",60,"Male",18,"Student at school","None","Romania","Multiplayer - online - with strangers",7,17,35,"ROU","improving","Student","Multiplayer - online - with strangers"
3448,"League of Legends","improving",80,"Male",20,"Unemployed / between jobs","High school diploma (or equivalent)","Canada","Multiplayer - online - with strangers",10,7,8,"CAN","improving","Unemployed","Multiplayer - online - with strangers"
